Date,Ticker,Return
2022-09-01,OKTA,-0.33698033410904404
2022-12-01,OKTA,0.2646286701258407
2024-02-29,OKTA,0.2290950664473923
2025-03-04,OKTA,0.24265710197163304
2026-05-29,OKTA,0.3014146437333771
2023-06-02,S,-0.35135135010738505
2023-07-20,SIRI,0.42258662483958354
